"TOA5","Rad_BarnTWR","CR300","1457","CR310.Std.05.01","CPU:barn_tower_script_v2_10min.cr300","51903","Barn_Table"
"TIMESTAMP","RECORD","BattV_Min","Panel_Temp_C_Avg","Air_Temp_C_Avg","Soil_Temp_C_1","Soil_Temp_C_2","Soil_Temp_C_3","Soil_Temp_C_4","Total_Rad_Avg","Diffuse_Rad_Avg","DeltaT_Avg","Diffuse_Rad_Max","DeltaT_Max(1)","DeltaT_Max(2)","Direct_Rad_Std","Total_Rad_Std","Diffuse_Rad_Std","RH","VWC_1","VWC_2","VWC_3","VWC_4","EC_1","EC_2","EC_3","EC_4"
"TS","RN","Volts","deg C","deg C","deg C","deg C","deg C","deg C","umol/m^2/s","umol/m^2/s","","umol/m^2/s","","","umol/m^2/s","umol/m^2/s","umol/m^2/s","%","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","dS/m","dS/m","dS/m","dS/m"
"","","Min","Avg","Avg","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Max","Max","Max","Std","Std","Std","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2018-07-15 02:10:00",53232,13.13,28.4,18.69437,18.01,17.59,17,16.28,3.931912,0.4501594,0,0.4581347,0,0,0.006113851,0.01080924,0.00766051,96.52358,0,0.113,0.282,0.294,0.003,0.018,0.006,0.003
"2018-07-15 02:20:00",53233,13.11,28.41,18.7485,17.98,17.59,17.01,16.27,3.938135,0.4612105,0,0.4799507,0,0,0.007854168,0.01115723,0.01304983,96.69936,0,0.114,0.282,0.294,0.003,0.018,0.005,0.004
"2018-07-15 02:30:00",53234,13.1,28.38,18.74674,17.95,17.57,16.99,16.27,3.941461,0.4610316,0,0.4845998,0,0,0.005863644,0.01282303,0.01048855,97.29056,0,0.114,0.282,0.294,0.003,0.018,0.005,0.004
"2018-07-15 02:40:00",53235,13.16,28.34,18.71061,17.95,17.54,17,16.27,3.945073,0.4624622,0,0.4817388,0,0,0.006427149,0.01207467,0.009852195,97.50478,0,0.114,0.282,0.294,0.003,0.019,0.006,0.003
"2018-07-15 02:50:00",53236,13.11,28.35,18.7556,17.95,17.56,16.97,16.28,3.942855,0.4607455,0,0.4863882,0,0,0.005111089,0.01444705,0.01349962,97.44075,0,0.113,0.282,0.294,0.003,0.018,0.006,0.003
"2018-07-15 03:00:00",53237,13.11,28.35,18.69596,17.94,17.55,16.96,16.27,3.942891,0.4613892,0,0.4778049,0,0,0.005663911,0.008095253,0.008832254,97.2365,0,0.113,0.282,0.294,0.003,0.019,0.005,0.004
"2018-07-15 03:10:00",53238,13.11,28.36,18.62345,17.92,17.54,16.96,16.26,3.945144,0.4646437,0,0.474586,0,0,0.006147767,0.01134619,0.00895066,96.24865,0,0.114,0.282,0.294,0.003,0.018,0.005,0.003
"2018-07-15 03:20:00",53239,13.12,28.37,18.70608,17.92,17.54,16.95,16.26,3.939601,0.4613177,0,0.4781625,0,0,0.007033817,0.006818041,0.007737639,94.33951,0,0.114,0.282,0.294,0.003,0.018,0.005,0.004
"2018-07-15 03:30:00",53240,13.13,28.37,18.97059,17.93,17.53,16.94,16.22,4.869103,0.6764013,0,1.114758,0,0,0.7721516,0.7998965,0.2496555,93.39005,0,0.113,0.282,0.294,0.003,0.019,0.006,0.003
"2018-07-15 03:40:00",53241,13.11,28.36,19.01838,17.89,17.5,16.93,16.26,10.1354,1.003533,0,1.264967,0,0,2.100643,2.144695,0.2863111,93.85548,0,0.113,0.282,0.294,0.003,0.019,0.006,0.003
"2018-07-15 03:50:00",53242,13.12,28.38,18.91848,17.91,17.49,16.9,16.24,24.42513,1.042337,0,1.260319,0,0,5.519478,5.573758,0.2937361,94.57118,0,0.113,0.283,0.294,0.003,0.019,0.006,0.004
"2018-07-15 04:00:00",53243,13.12,28.37,18.94066,17.9,17.49,16.9,16.24,39.25817,0.8534683,0,1.313251,0,0,6.184915,6.122313,0.2706958,94.01881,0,0.113,0.283,0.294,0.003,0.018,0.005,0.004
"2018-07-15 04:10:00",53244,13.14,28.37,18.98785,17.89,17.47,16.92,16.25,56.61565,1.153276,0,1.969513,0,0,1.816725,1.526686,0.470679,94.38918,0,0.113,0.283,0.294,0.003,0.019,0.005,0.004
"2018-07-15 04:20:00",53245,13.12,28.38,18.89846,17.89,17.48,16.9,16.26,42.96513,1.064582,0,1.339355,0,0,3.178042,3.318302,0.3143055,94.3756,0,0.114,0.283,0.294,0.003,0.019,0.006,0.004
"2018-07-15 04:30:00",53246,13.13,28.39,19.05263,17.93,17.47,16.92,16.25,49.65315,0.8977432,0,1.321472,0,0,6.442713,6.348242,0.2660643,94.44926,0,0.113,0.283,0.294,0.003,0.019,0.005,0.004
"2018-07-15 04:40:00",53247,13.11,28.41,19.18877,17.9,17.49,16.92,16.22,74.77953,1.053066,0,1.988823,0,0,9.605438,9.85066,0.3623984,93.87624,0,0.113,0.283,0.294,0.003,0.018,0.005,0.004
"2018-07-15 04:50:00",53248,13.12,28.42,19.47903,17.9,17.47,16.88,16.26,130.9259,0.9729187,0,1.056824,0,0,16.82651,16.86596,0.06293361,92.9687,0,0.114,0.283,0.294,0.003,0.019,0.006,0.004
"2018-07-15 05:00:00",53249,13.11,28.45,19.67464,17.92,17.39,16.88,16.24,147.2676,1.93697,0,5.222237,0,0,9.97473,8.750219,1.424746,92.41837,0,0.113,0.283,0.294,0.003,0.018,0.005,0.004
"2018-07-15 05:10:00",53250,13.13,28.55,19.74652,17.94,17.45,16.88,16.22,144.3083,3.556786,0,7.822266,0,0,7.605883,7.949247,2.383678,92.38746,0,0.114,0.283,0.294,0.003,0.018,0.005,0.004
"2018-07-15 05:20:00",53251,13.11,28.6,19.88736,17.97,17.44,16.88,16.23,191.7585,2.538908,0,6.216827,0,0,24.27166,26.30089,2.32943,91.8799,0,0.113,0.283,0.294,0.003,0.019,0.006,0.003
"2018-07-15 05:30:00",53252,13.15,28.69,19.91207,17.99,17.44,16.88,16.21,279.4181,2.396857,0,5.096008,0,0,8.023646,7.55567,1.628224,91.99676,0,0.113,0.283,0.294,0.003,0.018,0.005,0.004
"2018-07-15 05:40:00",53253,13.13,28.79,19.95866,18.04,17.46,16.87,16.2,317.8369,1.680832,0,6.321625,0,0,14.10625,13.1287,1.753654,92.71313,0,0.114,0.283,0.294,0.003,0.018,0.005,0.004
"2018-07-15 05:50:00",53254,13.1,28.92,19.93815,18.12,17.46,16.84,16.26,364.4518,6.795877,0,12.02594,0,0,11.2472,13.61889,4.202012,93.09775,0,0.113,0.283,0.294,0.003,0.019,0.006,0.004
"2018-07-15 06:00:00",53255,13.09,29.05,19.95652,18.17,17.49,16.86,16.21,344.7584,17.4794,0,30.67499,0,0,8.50226,3.662803,8.792545,93.14857,0,0.113,0.283,0.294,0.003,0.018,0.006,0.004
"2018-07-15 06:10:00",53256,13.11,29.15,20.07332,18.21,17.49,16.86,16.25,545.1508,198.2568,0,386.9722,0,0,19.26632,123.5232,105.23,92.20284,0,0.113,0.283,0.294,0.003,0.019,0.006,0.003
"2018-07-15 06:20:00",53257,13.1,29.25,20.70965,18.31,17.52,16.84,16.22,831.7213,439.0894,0,516.4838,0,0,6.300027,48.72296,45.92804,89.68876,0,0.113,0.283,0.294,0.003,0.018,0.005,0.004
"2018-07-15 06:30:00",53258,13.1,29.38,21.0096,18.44,17.53,16.87,16.22,822.0746,439.9894,0,586.793,0,0,13.68201,79.46989,67.11813,88.65711,0,0.113,0.283,0.294,0.003,0.018,0.005,0.003
"2018-07-15 06:40:00",53259,13.11,29.53,21.40502,18.66,17.57,16.85,16.19,1018.967,602.5527,0,761.9561,0,0,8.718954,72.76478,65.0995,86.08369,0,0.113,0.282,0.294,0.003,0.018,0.005,0.004
"2018-07-15 06:50:00",53260,13.1,29.74,21.85536,18.9,17.61,16.85,16.2,1110.649,696.1749,0,852.0261,0,0,14.00633,98.68985,101.8735,83.4811,0,0.113,0.282,0.294,0.003,0.019,0.005,0.004
"2018-07-15 07:00:00",53261,13.09,30.05,22.15008,19.14,17.68,16.85,16.23,1106.833,708.9133,0,795.7372,0,0,11.99748,70.1193,59.6833,83.00578,0,0.113,0.282,0.294,0.003,0.018,0.006,0.003
"2018-07-15 07:10:00",53262,13.07,30.5,22.30861,19.33,17.78,16.89,16.16,1112.358,701.16,0,926.3556,0,0,23.13482,170.9211,150.8383,80.4542,0,0.113,0.282,0.294,0.004,0.018,0.005,0.003
"2018-07-15 07:20:00",53263,13.06,31.18,22.57276,19.47,17.86,16.85,16.22,1237.999,796.702,0,1072.724,0,0,67.52204,280.4189,264.5447,79.30714,0,0.113,0.282,0.293,0.003,0.019,0.005,0.004
"2018-07-15 07:30:00",53264,13.05,32.03,22.74471,19.59,17.98,16.87,16.18,1111.726,620.2868,0,1154.258,0,0,71.02135,434.5397,432.5176,79.2532,0,0.113,0.282,0.293,0.003,0.02,0.006,0.004
"2018-07-15 07:40:00",53265,13.04,32.83,23.60567,19.64,18.02,16.9,16.22,1512.919,1071.778,0,1218.221,0,0,39.14605,319.8539,295.9269,74.44255,0,0.113,0.282,0.293,0.003,0.019,0.005,0.004
"2018-07-15 07:50:00",53266,13,33.74,24.30112,19.71,18.08,16.93,16.2,1614.417,1149.209,0,1335.505,0,0,27.18236,151.5265,161.1969,74.37769,0,0.113,0.282,0.293,0.003,0.019,0.006,0.004
"2018-07-15 08:00:00",53267,13,34.68,23.76273,19.79,18.14,16.94,16.22,1690.076,1305.998,0,1332.521,0,0,19.72747,19.04027,21.20241,74.57256,0,0.113,0.281,0.293,0.003,0.019,0.005,0.003
"2018-07-15 08:10:00",53268,13,35.62,24.06509,19.91,18.18,16.95,16.18,1837.971,1325.796,0,1353.774,0,0,69.56807,58.59917,18.20733,71.23573,0,0.113,0.281,0.293,0.003,0.019,0.005,0.004
"2018-07-15 08:20:00",53269,12.97,36.55,24.33983,20.23,18.27,16.98,16.17,1922.517,1378.916,0,1447.758,0,0,49.84319,41.29064,35.9567,68.67082,0,0.113,0.281,0.293,0.003,0.019,0.005,0.003
"2018-07-15 08:30:00",53270,12.96,37.32,24.45017,20.7,18.35,16.98,16.22,1431.181,893.7306,0,1409.065,0,0,65.5634,567.2255,538.7355,70.59862,0,0.113,0.281,0.292,0.003,0.019,0.006,0.003
"2018-07-15 08:40:00",53271,12.96,37.78,24.63764,21.2,18.48,17.02,16.22,1869.553,1287.236,0,1529.455,0,0,65.64019,410.2617,425.0602,69.33048,0,0.113,0.281,0.292,0.003,0.019,0.005,0.003
"2018-07-15 08:50:00",53272,12.97,38.04,24.87269,21.59,18.63,17.06,16.18,1346.115,711.8919,0,1459.415,0,0,61.77528,606.2956,559.587,70.07083,0,0.113,0.281,0.292,0.003,0.019,0.005,0.003
"2018-07-15 09:00:00",53273,12.96,38.03,24.62902,21.76,18.8,17.07,16.19,1879.077,1248.323,0,1664.886,0,0,49.00877,554.4495,569.0998,67.15862,0,0.113,0.281,0.292,0.003,0.019,0.006,0.004
"2018-07-15 09:10:00",53274,12.98,37.77,24.89786,21.75,18.95,17.12,16.2,1939.214,1318.849,0,1577.614,0,0,68.46574,402.1362,355.4385,68.82035,0,0.113,0.281,0.292,0.003,0.019,0.006,0.004
"2018-07-15 09:20:00",53275,12.97,37.5,25.49471,21.71,19.11,17.16,16.22,2049.661,1428.539,0,1648.71,0,0,76.21753,437.7305,474.9965,65.20632,0,0.113,0.28,0.292,0.003,0.019,0.005,0.004
"2018-07-15 09:30:00",53276,12.95,37.33,25.01284,21.67,19.21,17.2,16.2,1545.306,841.496,0,1664.361,0,0,121.1693,701.2285,683.0076,68.19371,0,0.113,0.28,0.292,0.003,0.019,0.005,0.004
"2018-07-15 09:40:00",53277,12.98,37.17,25.66445,21.69,19.27,17.26,16.23,2046.32,1376.019,0,1841.011,0,0,86.93398,631.6984,630.6486,67.14941,0,0.113,0.28,0.292,0.003,0.019,0.005,0.004
"2018-07-15 09:50:00",53278,13.08,37.07,25.6071,21.73,19.36,17.29,16.2,2136.026,1399.475,0,1766.229,0,0,41.28674,682.5212,669.4241,67.40142,0,0.113,0.28,0.292,0.003,0.019,0.005,0.004
"2018-07-15 10:00:00",53279,12.98,37.04,26.04568,21.81,19.43,17.33,16.23,2154.817,1379.652,0,1757.533,0,0,28.45355,475.2547,466.0324,67.51155,0,0.113,0.279,0.292,0.003,0.019,0.005,0.004
"2018-07-15 10:10:00",53280,12.98,37.13,25.6763,21.82,19.45,17.38,16.21,1894.604,1241.818,0,1810.435,0,0,55.50536,833.8895,785.9889,67.86007,0,0.113,0.279,0.291,0.003,0.019,0.006,0.003
"2018-07-15 10:20:00",53281,12.99,37.04,25.58826,21.82,19.52,17.43,16.21,1712.216,1111.939,0,1834.395,0,0,50.29017,739.6261,735.3586,70.00742,0,0.113,0.279,0.291,0.003,0.019,0.005,0.004
"2018-07-15 10:30:00",53282,12.98,36.9,26.03994,21.88,19.55,17.44,16.23,2268.959,1709.046,0,1727.523,0,0,17.19853,22.89721,13.4348,60.99899,0,0.113,0.279,0.291,0.003,0.019,0.006,0.004
"2018-07-15 10:40:00",53283,12.97,36.87,26.13668,22.01,19.62,17.53,16.23,2312.448,1753.076,0,1779.422,0,0,16.97346,13.66456,14.2074,63.71184,0,0.112,0.279,0.291,0.003,0.019,0.005,0.003
"2018-07-15 10:50:00",53284,13.02,36.92,26.60838,22.44,19.68,17.53,16.28,2019.101,1297.995,0,1778.123,0,0,60.2615,604.8615,615.1453,58.78881,0,0.112,0.278,0.291,0.003,0.02,0.005,0.003
"2018-07-15 11:00:00",53285,12.96,36.99,26.62008,22.8,19.76,17.56,16.3,1819.185,1126.959,0,1791.566,0,0,61.47898,819.8468,771.114,61.09173,0,0.112,0.278,0.29,0.003,0.019,0.005,0.004
"2018-07-15 11:10:00",53286,12.95,37.02,26.25984,22.83,19.83,17.62,16.28,1880.678,1196.044,0,1723.79,0,0,84.11623,813.8206,748.9725,58.01262,0,0.112,0.278,0.29,0.003,0.02,0.006,0.004
"2018-07-15 11:20:00",53287,12.96,37.07,26.62982,22.74,19.95,17.61,16.28,1435.699,771.3997,0,1703.442,0,0,119.9298,789.9664,678.1127,59.05101,0,0.112,0.277,0.29,0.003,0.019,0.005,0.003
"2018-07-15 11:30:00",53288,12.98,37.14,25.91799,22.62,20.04,17.68,16.32,1045.434,513.1746,0,1639.455,0,0,78.43108,782.7986,711.3192,62.67548,0,0.113,0.277,0.29,0.003,0.019,0.006,0.003
"2018-07-15 11:40:00",53289,13.04,37.06,26.98524,22.48,20.05,17.72,16.34,2224.863,1616.611,0,1661.209,0,0,21.90152,11.30078,20.23988,59.4269,0,0.112,0.277,0.29,0.003,0.019,0.006,0.003
"2018-07-15 11:50:00",53290,12.98,37.04,26.98811,22.43,20.08,17.8,16.31,1247.584,664.3229,0,1677.942,0,0,51.0661,702.4606,691.4818,55.96609,0,0.112,0.277,0.29,0.003,0.019,0.006,0.003
"2018-07-15 12:00:00",53291,12.98,36.99,26.77283,22.31,20.12,17.79,16.33,1431.45,888.0485,0,1514.876,0,0,53.03987,635.7945,597.09,56.71384,0,0.112,0.277,0.29,0.003,0.019,0.006,0.004
"2018-07-15 12:10:00",53292,12.97,36.94,27.09728,22.25,20.14,17.84,16.36,1685.863,1119.159,0,1650.752,0,0,92.30849,718.473,652.0448,57.25593,0,0.111,0.277,0.29,0.003,0.019,0.005,0.003
"2018-07-15 12:20:00",53293,12.98,36.98,26.27354,22.11,20.14,17.87,16.37,416.143,38.08591,0,50.08582,0,0,12.40676,19.57888,9.95686,62.82145,0,0.112,0.276,0.29,0.003,0.019,0.005,0.003
"2018-07-15 12:30:00",53294,12.98,36.85,26.06725,22.02,20.13,17.87,16.39,1188.333,739.5074,0,1473.404,0,0,49.74735,763.4188,718.5628,60.64622,0,0.111,0.276,0.289,0.003,0.02,0.006,0.004
"2018-07-15 12:40:00",53295,12.97,36.64,27.43594,21.98,20.09,17.93,16.41,1859.818,1385.043,0,1479.278,0,0,14.30776,144.5536,152.0195,56.99723,0,0.111,0.276,0.289,0.003,0.02,0.005,0.003
"2018-07-15 12:50:00",53296,12.99,36.59,27.25935,21.96,20.09,17.95,16.4,1880.667,1431.836,0,1475.587,0,0,4.352491,40.30424,36.98729,55.17754,0,0.111,0.275,0.289,0.003,0.019,0.005,0.004
"2018-07-15 13:00:00",53297,12.97,36.67,27.91894,21.98,20.1,17.96,16.41,1927.588,1431.746,0,1495.013,0,0,13.34121,36.92817,32.31414,51.70898,0,0.111,0.275,0.289,0.003,0.02,0.006,0.003
"2018-07-15 13:10:00",53298,12.98,36.79,28.0711,22.06,20.08,17.96,16.41,1259.646,791.6979,0,1444.683,0,0,45.64649,678.9554,634.6541,53.17617,0,0.111,0.275,0.288,0.003,0.02,0.006,0.004
"2018-07-15 13:20:00",53299,12.98,36.85,26.94917,22.01,20.08,17.99,16.45,513.0779,44.14362,0,121.262,0,0,24.30243,30.28487,29.1565,56.92202,0,0.111,0.275,0.288,0.003,0.019,0.005,0.004
"2018-07-15 13:30:00",53300,12.99,36.69,26.76448,21.93,20.06,18.02,16.47,432.0906,12.39292,0,24.94885,0,0,24.96732,25.70907,7.895387,59.75189,0,0.111,0.275,0.288,0.003,0.019,0.005,0.003
"2018-07-15 13:40:00",53301,12.98,36.46,26.72807,21.85,20.07,18.04,16.47,402.155,36.89766,0,155.7357,0,0,25.98797,43.74885,40.85284,60.76855,0,0.111,0.275,0.288,0.003,0.02,0.005,0.003
"2018-07-15 13:50:00",53302,12.97,36.19,27.14139,21.76,20.08,18.03,16.48,1515.204,949.0093,0,1208.325,0,0,101.2632,498.0396,416.3583,54.31137,0,0.111,0.275,0.288,0.003,0.019,0.005,0.004
"2018-07-15 14:00:00",53303,12.97,36.03,27.45607,21.79,20.04,18.05,16.51,575.4585,127.4646,0,1166.108,0,0,102.7402,406.416,346.386,61.05684,0,0.111,0.274,0.288,0.003,0.019,0.005,0.004
"2018-07-15 14:10:00",53304,12.96,35.97,26.43692,21.71,20.03,18.06,16.51,697.3985,290.1657,0,1130.172,0,0,40.46945,442.7283,407.4052,62.681,0,0.111,0.274,0.288,0.003,0.019,0.005,0.003
"2018-07-15 14:20:00",53305,12.96,35.86,27.05832,21.62,20.04,18.08,16.5,1314.954,888.3506,0,1208.902,0,0,18.82858,316.595,304.3004,65.17723,0,0.111,0.274,0.288,0.003,0.02,0.006,0.003
"2018-07-15 14:30:00",53306,13.01,35.77,27.51816,21.61,20.01,18.1,16.53,799.2327,440.2317,0,1086.87,0,0,35.58287,553.3489,521.0718,58.95164,0,0.111,0.274,0.288,0.003,0.02,0.005,0.003
"2018-07-15 14:40:00",53307,12.98,35.69,26.75762,21.58,20.01,18.1,16.53,361.5696,30.65015,0,80.75937,0,0,21.09875,31.61665,18.63563,57.07861,0,0.111,0.274,0.288,0.003,0.019,0.006,0.003
"2018-07-15 14:50:00",53308,12.99,35.55,26.91606,21.5,19.98,18.11,16.57,441.7582,20.33528,0,47.44397,0,0,19.94858,14.98968,14.0259,58.92982,0,0.111,0.273,0.288,0.003,0.019,0.006,0.004
"2018-07-15 15:00:00",53309,13.01,35.41,26.81497,21.46,19.96,18.13,16.55,551.3577,61.99332,0,281.8784,0,0,14.31011,74.65501,80.00325,64.727,0,0.111,0.273,0.287,0.003,0.019,0.005,0.004
"2018-07-15 15:10:00",53310,13.01,35.28,26.71322,21.46,19.94,18.13,16.56,601.1812,169.3578,0,771.6652,0,0,14.8493,219.513,217.7709,62.26265,0,0.111,0.273,0.287,0.003,0.019,0.005,0.004
"2018-07-15 15:20:00",53311,12.99,35.2,26.54391,21.44,19.93,18.11,16.56,329.226,15.42359,0,71.51804,0,0,35.00988,27.18378,20.7965,65.83672,0,0.111,0.273,0.287,0.003,0.019,0.005,0.004
"2018-07-15 15:30:00",53312,13,35.11,26.21516,21.4,19.91,18.13,16.62,308.9174,63.72539,0,277.3764,0,0,14.1833,68.55576,73.60366,63.52771,0,0.11,0.273,0.287,0.003,0.019,0.006,0.004
"2018-07-15 15:40:00",53313,12.99,34.95,25.9909,21.34,19.93,18.15,16.63,221.2347,57.68782,0,348.2471,0,0,45.6925,143.4755,106.2685,74.08246,0.056,0.111,0.273,0.287,0.004,0.019,0.005,0.004
"2018-07-15 15:50:00",53314,13.01,34.37,24.28273,21.28,20.11,18.17,16.96,102.7065,2.663224,0,5.343834,0,0,5.153277,6.54268,1.530483,69.54353,0.077,0.113,0.279,0.294,0.005,0.019,0.006,0.004
"2018-07-15 16:00:00",53315,13.01,33.3,24.03701,21.13,20.23,18.25,17.93,142.551,4.980223,0,6.890625,0,0,29.07484,30.26263,1.274881,75.73158,0.029,0.115,0.312,0.321,0.004,0.02,0.007,0.004
"2018-07-15 16:10:00",53316,13.02,32.25,22.78757,21.04,20.23,18.42,17.6,298.5706,47.94067,0,148.9782,0,0,20.55885,54.4363,46.87741,72.98476,0.022,0.115,0.327,0.338,0.003,0.02,0.007,0.005
"2018-07-15 16:20:00",53317,13.06,31.65,23.53908,21.02,20.24,18.54,17.42,267.823,3.754306,0,7.532593,0,0,9.40177,9.460431,2.423809,76.13432,0.017,0.114,0.329,0.343,0.004,0.021,0.007,0.004
"2018-07-15 16:30:00",53318,13.02,31.36,23.68904,20.97,20.2,18.63,17.32,261.6974,3.466159,0,6.382416,0,0,7.479394,5.843772,1.978913,79.21682,0.015,0.115,0.329,0.344,0.004,0.02,0.007,0.005
"2018-07-15 16:40:00",53319,13.04,31.27,23.08266,20.98,20.19,18.69,17.31,294.7881,23.2314,0,116.0984,0,0,10.45629,38.31088,33.02249,86.47558,0.014,0.115,0.328,0.344,0.004,0.02,0.007,0.005
"2018-07-15 16:50:00",53320,13.05,31.24,23.16458,20.97,20.17,18.72,17.27,329.7578,51.49502,0,166.2074,0,0,13.15563,64.47154,58.23044,85.24514,0.013,0.115,0.328,0.344,0.004,0.02,0.006,0.005
"2018-07-15 17:00:00",53321,13.04,31.25,24.07416,20.99,20.15,18.76,17.28,382.7523,140.0437,0,164.8083,0,0,18.77678,49.30522,33.39259,81.4396,0.012,0.115,0.327,0.344,0.004,0.02,0.007,0.004
"2018-07-15 17:10:00",53322,13.07,31.29,23.77425,21,20.13,18.78,17.27,246.3614,61.48375,0,103.0892,0,0,8.270251,35.93745,35.36539,80.12006,0.012,0.116,0.327,0.343,0.004,0.02,0.007,0.004
"2018-07-15 17:20:00",53323,13.03,31.3,24.14899,20.97,20.1,18.8,17.3,196.9312,49.5999,0,70.37428,0,0,11.20353,28.32714,19.64058,80.9697,0.012,0.116,0.326,0.343,0.004,0.02,0.006,0.005
"2018-07-15 17:30:00",53324,13.05,31.31,23.50505,20.94,20.08,18.77,17.26,122.1594,2.82291,0,8.426674,0,0,4.806392,3.781667,2.601096,75.08953,0.011,0.116,0.325,0.342,0.004,0.02,0.006,0.005
"2018-07-15 17:40:00",53325,13.06,31.32,22.98613,20.91,20.06,18.79,17.29,95.99614,1.559984,0,4.575272,0,0,7.475984,8.197401,1.089456,80.89958,0.011,0.116,0.325,0.341,0.004,0.02,0.007,0.004
"2018-07-15 17:50:00",53326,13.04,31.25,23.55667,20.86,20.06,18.79,17.3,59.34568,0.8537537,0,1.040016,0,0,10.07503,10.16837,0.1051161,75.87382,0.011,0.117,0.324,0.341,0.004,0.02,0.006,0.004
"2018-07-15 18:00:00",53327,13.06,31.12,22.92483,20.82,20,18.78,17.3,39.53531,0.7133812,0,0.77071,0,0,2.239465,2.266647,0.04304061,78.66361,0.01,0.116,0.324,0.34,0.004,0.02,0.006,0.005
"2018-07-15 18:10:00",53328,13.05,30.95,22.34442,20.7,20.04,18.78,17.29,27.91517,0.7164209,0,1.310387,0,0,3.460816,3.373557,0.1999782,83.62714,0.01,0.116,0.323,0.34,0.004,0.02,0.006,0.004
"2018-07-15 18:20:00",53329,13.1,30.79,22.11975,20.64,19.96,18.75,17.31,17.09515,0.8219241,0,1.304665,0,0,2.79238,2.774695,0.291876,81.81287,0.01,0.117,0.322,0.339,0.004,0.02,0.007,0.005
"2018-07-15 18:30:00",53330,13.09,30.63,22.13351,20.61,19.92,18.74,17.33,9.017136,0.9514969,0,1.855069,0,0,1.668017,1.810445,0.4135445,79.21979,0.009,0.117,0.322,0.338,0.004,0.02,0.006,0.004
"2018-07-15 18:40:00",53331,13.06,30.48,22.06669,20.54,19.91,18.78,17.33,4.669469,0.6410668,0,1.150523,0,0,0.5770273,0.6837692,0.238408,79.06853,0.009,0.117,0.321,0.338,0.004,0.02,0.007,0.005
"2018-07-15 18:50:00",53332,13.07,30.29,22.05333,20.47,19.86,18.74,17.38,4.036879,0.4836343,0,0.4971173,0,0,0.004619081,0.00948949,0.008398096,78.57291,0.008,0.117,0.321,0.337,0.005,0.02,0.007,0.004
"2018-07-15 19:00:00",53333,13.06,30.07,21.96968,20.38,19.83,18.72,17.36,4.031943,0.4865312,0,0.5014091,0,0,0.003792347,0.0099662,0.00838153,78.32122,0.008,0.117,0.32,0.337,0.004,0.02,0.007,0.004
"2018-07-15 19:10:00",53334,13.08,29.86,22.37085,20.3,19.8,18.72,17.34,4.039418,0.4913593,0,0.5057008,0,0,0.0085741,0.009973033,0.01096788,77.07809,0.008,0.117,0.32,0.336,0.004,0.02,0.007,0.005
"2018-07-15 19:20:00",53335,13.09,29.65,22.27457,20.22,19.74,18.7,17.37,4.041277,0.4897141,0,0.5028396,0,0,0.004109554,0.007722799,0.00762712,80.88102,0.008,0.117,0.32,0.335,0.004,0.02,0.007,0.004
"2018-07-15 19:30:00",53336,13.08,29.47,21.886,20.14,19.71,18.68,17.37,4.029833,0.4822396,0,0.5006936,0,0,0.01009433,0.006299808,0.009764482,83.40865,0.008,0.117,0.319,0.335,0.004,0.02,0.006,0.004
"2018-07-15 19:40:00",53337,13.13,29.33,21.60229,20.09,19.64,18.65,17.33,4.023109,0.4828476,0,0.4992633,0,0,0.005236706,0.008820659,0.009356814,85.26152,0.008,0.117,0.319,0.335,0.005,0.02,0.006,0.004
"2018-07-15 19:50:00",53338,13.09,29.22,21.3756,20,19.63,18.66,17.35,4.017387,0.480952,0,0.4938986,0,0,0.008283081,0.01008822,0.009882508,87.74607,0.008,0.117,0.319,0.334,0.004,0.02,0.006,0.005
"2018-07-15 20:00:00",53339,13.17,29.11,21.28056,20,19.59,18.63,17.36,4.014598,0.4804156,0,0.4903224,0,0,0.006054539,0.01016734,0.008006753,89.04758,0.007,0.117,0.318,0.334,0.005,0.02,0.006,0.004
"2018-07-15 20:10:00",53340,13.09,29.06,21.2771,19.93,19.56,18.62,17.33,4.01356,0.4832767,0,0.498548,0,0,0.002813539,0.01316308,0.01128922,89.55806,0.007,0.117,0.318,0.333,0.004,0.02,0.006,0.004
"2018-07-15 20:20:00",53341,13.13,29.05,21.03605,19.9,19.49,18.59,17.37,4.00816,0.4824541,0,0.4949715,0,0,0.006111422,0.009243452,0.008005003,90.85461,0.007,0.118,0.317,0.333,0.005,0.02,0.006,0.004
"2018-07-15 20:30:00",53342,13.09,29.11,20.73745,19.88,19.5,18.58,17.33,4.000936,0.4783054,0,0.4867456,0,0,0.007011984,0.01194472,0.006767174,91.76862,0.007,0.118,0.317,0.332,0.005,0.02,0.006,0.005
"2018-07-15 20:40:00",53343,13.1,29.14,20.80202,19.82,19.39,18.57,17.32,3.991995,0.4716534,0,0.4874611,0,0,0.00692945,0.01237283,0.00963207,91.29368,0.007,0.117,0.317,0.332,0.005,0.02,0.006,0.004
"2018-07-15 20:50:00",53344,13.1,29.16,20.88651,19.78,19.38,18.55,17.34,3.993104,0.4774472,0,0.4899645,0,0,0.006690422,0.00467345,0.008017818,90.46535,0.007,0.118,0.317,0.332,0.005,0.02,0.006,0.005
